buildingType,primaryPropertyType,councilDistrictCode,neighborhood,nb_buildings,nb_floors,propertyGFA_total,propertyGFA_parking,propertyGFABuilding,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,energystar_score,siteEnergyUse_kBtu,GHG_emissions_TCO2e,complianceStatus,buildingAge,consumeGas,consumeSteam
nonresidential,senior care community,5,northwest,1.0,2.0,51298,0,51298,senior care community,51298.0,,,,,85.0,5655578.0,203.73,compliant,62,True,False
nonresidential,worship facility,5,northwest,1.0,1.0,22047,0,22047,worship facility,22898.0,parking,0.0,,,100.0,265774.9063,1.85,compliant,54,False,False
nonresidential,supermarket / grocery store,2,greater duwamish,1.0,1.0,26092,0,26092,supermarket/grocery store,25946.0,parking,0.0,,,40.0,7619445.0,173.75,compliant,63,True,False
nonresidential,retail store,2,greater duwamish,1.0,2.0,38845,0,38845,retail store,38845.0,parking,6000.0,,,82.0,6917280.0,215.56,compliant,24,True,False
nonresidential,warehouse,4,lake union,1.0,2.0,20140,0,20140,non-refrigerated warehouse,20140.0,,,,,49.0,116486.6016,0.81,compliant,59,False,False
nonresidential,worship facility,3,central,1.0,2.0,26560,0,26560,worship facility,26560.0,,,,,1.0,1751483.875,64.88,compliant,115,True,False
nonresidential,worship facility,6,ballard,1.0,2.0,21765,0,21765,worship facility,21765.0,,,,,80.0,431390.4063,17.38,compliant,106,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,3.0,23910,0,23910,office,20000.0,retail store,3910.0,,,,873577.3125,15.11,compliant,89,True,False
nonresidential,other,3,east,1.0,1.0,20971,0,20971,parking,23483.0,retail store,10360.0,medical office,8509.0,,729397.1875,5.08,compliant,35,False,False
nonresidential,supermarket / grocery store,4,northeast,1.0,1.0,33005,0,33005,supermarket/grocery store,34982.0,parking,0.0,,,21.0,10642754.0,225.67,compliant,41,True,False
nonresidential,warehouse,4,northeast,1.0,2.0,33576,0,33576,non-refrigerated warehouse,33576.0,,,,,64.0,1275231.75,49.73,compliant,36,True,False
nonresidential,medical office,4,northeast,1.0,3.0,38378,0,38378,medical office,35066.0,parking,3312.0,,,86.0,1645605.125,53.73,compliant,49,True,False
nonresidential,mixed use property,4,northeast,1.0,2.0,22135,0,22135,medical office,10388.0,office,8116.0,retail store,3200.0,,1261634.5,27.41,compliant,71,True,False
nonresidential,self-storage facility,4,northeast,1.0,2.0,20296,0,20296,self-storage facility,20296.0,,,,,,855665.125,5.97,compliant,57,False,False
nonresidential,medical office,5,north,1.0,2.0,38745,0,38745,medical office,65069.0,parking,0.0,,,76.0,2890379.0,49.62,compliant,48,True,False
nonresidential,medical office,5,north,1.0,2.0,26930,6350,20580,medical office,26930.0,,,,,64.0,1002995.0,6.99,compliant,36,False,False
nonresidential,other,5,north,1.0,1.0,30610,0,30610,other - recreation,23320.0,office,7290.0,,,,4294550.0,135.81,compliant,37,True,False
nonresidential,small- and mid-sized office,5,north,1.0,3.0,39927,0,39927,office,39541.0,parking,0.0,,,38.0,3568419.5,24.88,compliant,42,False,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,22000,0,22000,non-refrigerated warehouse,22000.0,parking,0.0,,,14.0,700627.625,4.88,error - correct default data,37,False,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,31300,0,31300,non-refrigerated warehouse,31300.0,,,,,89.0,362874.0,9.08,error - correct default data,38,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,22176,0,22176,non-refrigerated warehouse,22176.0,,,,,60.0,736428.625,32.77,compliant,38,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,28920,0,28920,non-refrigerated warehouse,30000.0,,,,,50.0,1750419.0,80.09,compliant,35,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,35289,0,35289,non-refrigerated warehouse,35289.0,,,,,63.0,876425.0,23.9,compliant,9,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,31600,0,31600,non-refrigerated warehouse,31600.0,,,,,3.0,3363535.5,103.28,compliant,37,True,False
nonresidential cos,other,3,east,1.0,1.0,33087,0,33087,other - entertainment/public assembly,53776.0,,,,,,3548858.25,121.9,compliant,84,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,2.0,21870,0,21870,refrigerated warehouse,21870.0,,,,,45.0,1074350.375,7.49,compliant,61,False,False
nonresidential cos,other,1,delridge neighborhoods,1.0,1.0,18261,0,18261,other - recreation,18261.0,,,,,,932082.125,20.33,compliant,34,True,False
nonresidential,medical office,1,delridge,1.0,1.0,43615,0,43615,medical office,43615.0,,,,,89.0,3133849.5,106.35,compliant,46,True,False
nonresidential,small- and mid-sized office,3,east,1.0,3.0,25834,0,25834,office,31822.0,,,,,73.0,2076289.625,54.02,compliant,58,True,False
nonresidential,k-12 school,3,central,1.0,2.0,36825,0,36825,k-12 school,44340.0,worship facility,10415.0,social/meeting hall,4925.0,,1755072.75,51.14,compliant,65,True,False
nonresidential,retail store,2,downtown,1.0,3.0,54969,0,54969,retail store,54969.0,,,,,67.0,3724098.25,39.31,compliant,16,True,False
campus,k-12 school,3,central,1.0,2.0,30562,0,30562,k-12 school,30562.0,,,,,69.0,1622231.375,55.73,compliant,16,True,False
nonresidential cos,other,4,northeast,1.0,3.0,27908,0,27908,other,21886.0,,,,,,2028125.625,63.22,compliant,87,True,False
nonresidential,other,4,northeast,1.0,2.0,21600,0,21600,other - services,32580.0,retail store,9650.0,,,,1623657.0,11.32,compliant,92,False,False
nonresidential,small- and mid-sized office,3,east,1.0,2.0,27938,0,27938,office,13917.0,retail store,13188.0,,,97.0,1027394.313,7.31,compliant,91,True,False
nonresidential,warehouse,3,east,1.0,2.0,61880,0,61880,non-refrigerated warehouse,61880.0,,,,,66.0,595936.5,4.15,compliant,58,False,False
nonresidential,warehouse,3,east,1.0,2.0,23040,0,23040,non-refrigerated warehouse,23040.0,,,,,99.0,79711.79688,0.87,compliant,96,True,False
nonresidential,mixed use property,3,east,1.0,5.0,53034,14625,38409,multifamily housing,22486.0,supermarket/grocery store,14257.0,parking,13308.0,93.0,3392129.0,83.65,compliant,18,True,False
nonresidential,worship facility,3,east,1.0,1.0,37700,0,37700,worship facility,52225.0,,,,,38.0,3481727.5,150.23,compliant,87,True,False
nonresidential,other,3,east,5.0,2.0,38879,11328,27551,urgent care/clinic/other outpatient,38879.0,,,,,,3371659.75,28.79,compliant,41,True,False
nonresidential,mixed use property,3,east,1.0,3.0,24000,0,24000,office,12000.0,other,6000.0,retail store,6000.0,,932083.5,9.09,compliant,104,True,False
nonresidential,other,3,east,1.0,2.0,22320,0,22320,"repair services (vehicle, shoe, locksmith, etc)",22320.0,,,,,,209644.9063,4.8,compliant,109,True,False
nonresidential,supermarket / grocery store,5,north,1.0,1.0,44755,0,44755,supermarket/grocery store,46978.0,,,,,56.0,11521140.0,338.58,compliant,20,True,False
nonresidential,other,3,central,1.0,3.0,25200,0,25200,other - lodging/residential,25200.0,,,,,,1242666.25,53.02,compliant,105,True,False
campus,k-12 school,3,central,1.0,1.0,109794,0,109794,k-12 school,109794.0,,,,,87.0,3296526.25,115.34,compliant,66,True,False
nonresidential cos,other,6,northwest,1.0,1.0,27376,14570,12806,library,12806.0,parking,0.0,,,,1082920.125,26.67,compliant,12,True,False
nonresidential,k-12 school,5,north,1.0,2.0,32961,0,32961,k-12 school,32961.0,,,,,86.0,1573155.0,62.94,compliant,28,True,False
nonresidential,worship facility,5,north,1.0,2.0,76475,0,76475,worship facility,45442.0,other - education,31033.0,,,,1765813.625,67.33,compliant,55,True,False
nonresidential,hotel,7,downtown,0.0,10.0,392552,22225,370327,hotel,198400.0,parking,52400.0,,,23.0,17457560.0,423.57,compliant,10,True,False
nonresidential,other,3,central,1.0,3.0,34074,0,34074,other/specialty hospital,34074.0,,,,,,8521989.0,286.33,compliant,25,True,False
nonresidential,small- and mid-sized office,3,east,1.0,3.0,23422,0,23422,office,23422.0,,,,,65.0,2701872.0,128.07,compliant,96,True,False
nonresidential,worship facility,5,northwest,1.0,1.0,24955,0,24955,worship facility,24955.0,,,,,47.0,689803.0,21.87,compliant,14,True,False
sps-district k-12,k-12 school,3,east,1.0,2.0,27273,0,27273,k-12 school,27273.0,,,,,90.0,1258619.125,46.7,error - correct default data,91,True,False
nonresidential,small- and mid-sized office,5,northwest,1.0,3.0,25111,0,25111,office,14256.0,non-refrigerated warehouse,7850.0,parking,0.0,77.0,954352.6875,24.97,compliant,34,True,False
nonresidential,university,3,central,2.0,1.0,57468,0,57468,college/university,67750.0,,,,,,3543985.5,89.8,compliant,3,True,False
nonresidential cos,other,5,north,1.0,1.0,24697,0,24697,library,15300.0,other - services,4717.0,,,,1295685.75,29.18,compliant,51,True,False
nonresidential,large office,7,downtown,0.0,24.0,119701,0,119701,office,102878.0,retail store,16823.0,,,67.0,8382140.5,58.44,compliant,34,False,False
nonresidential,restaurant,7,downtown,1.0,13.0,42000,0,42000,other - restaurant/bar,26554.0,other,15310.0,strip mall,7673.0,,7798464.0,273.91,compliant,31,True,True
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,5.0,54015,0,54015,office,54015.0,,,,,75.0,3020001.5,21.05,compliant,34,False,False
nonresidential,k-12 school,4,northeast,1.0,3.0,97500,0,97500,k-12 school,97500.0,,,,,97.0,3736960.0,156.45,compliant,92,True,False
nonresidential,large office,2,downtown,1.0,11.0,273185,0,273185,office,281566.0,,,,,88.0,14709151.0,102.54,compliant,16,False,False
nonresidential,small- and mid-sized office,2,downtown,1.0,11.0,68452,0,68452,office,61665.0,bank branch,6787.0,,,79.0,3782378.25,26.37,compliant,16,False,False
nonresidential,large office,2,downtown,1.0,11.0,268130,0,268130,office,268130.0,,,,,88.0,15026352.0,106.86,compliant,16,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,37400,0,37400,non-refrigerated warehouse,27271.0,supermarket/grocery store,5706.0,distribution center,4473.0,73.0,924192.6875,7.8,compliant,94,True,False
nonresidential,mixed use property,3,central,1.0,6.0,97229,0,97229,multifamily housing,45300.0,parking,35973.0,retail store,16956.0,100.0,1021754.688,7.12,compliant,12,False,False
nonresidential,mixed use property,3,east,1.0,3.0,22168,0,22168,multifamily housing,11084.0,other - entertainment/public assembly,11084.0,,,,1784385.25,49.44,compliant,116,True,False
nonresidential,laboratory,7,magnolia / queen anne,1.0,2.0,43025,0,43025,laboratory,29527.0,other,13498.0,,,,9393108.0,255.97,compliant,31,True,False
nonresidential,small- and mid-sized office,6,ballard,1.0,2.0,20535,0,20535,office,13600.0,distribution center,8200.0,,,7.0,1835804.0,38.71,compliant,28,True,False
nonresidential,small- and mid-sized office,3,east,1.0,3.0,28848,9616,19232,office,19232.0,parking,9616.0,,,82.0,726917.5,5.07,compliant,34,False,False
nonresidential,worship facility,4,northeast,1.0,1.0,29079,0,29079,worship facility,29079.0,,,,,78.0,861643.6875,22.18,compliant,61,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,28320,0,28320,distribution center,28320.0,parking,0.0,,,1.0,4236396.5,67.96,compliant,45,True,False
nonresidential,other,2,greater duwamish,1.0,5.0,36000,0,36000,other,36000.0,,,,,,1111293.75,43.04,compliant,109,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,22890,0,22890,refrigerated warehouse,43452.0,office,2890.0,,,,10005787.0,119.76,compliant,46,True,False
nonresidential cos,warehouse,2,greater duwamish,1.0,2.0,22058,0,22058,non-refrigerated warehouse,12644.0,office,7286.0,,,1.0,1987334.75,66.43,compliant,49,True,False
nonresidential,k-12 school,7,magnolia / queen anne,1.0,1.0,20811,0,20811,k-12 school,20811.0,,,,,95.0,1267348.5,43.97,compliant,63,True,False
nonresidential,worship facility,7,magnolia / queen anne,1.0,2.0,31805,0,31805,worship facility,31805.0,,,,,10.0,1641667.0,68.39,compliant,63,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,30800,0,30800,non-refrigerated warehouse,30800.0,,,,,65.0,485971.0,3.39,compliant,51,False,False
nonresidential,university,3,east,1.0,5.0,84000,0,84000,college/university,84300.0,,,,,,12184124.0,441.94,compliant,10,True,False
sps-district k-12,k-12 school,5,northwest,1.0,1.0,45174,0,45174,k-12 school,45174.0,,,,,84.0,1980825.25,68.89,error - correct default data,60,True,False
nonresidential,small- and mid-sized office,4,lake union,1.0,3.0,20410,0,20410,office,20410.0,,,,,8.0,2720238.25,77.84,compliant,21,True,False
nonresidential,warehouse,2,greater duwamish,1.0,2.0,28032,0,28032,non-refrigerated warehouse,30000.0,,,,,52.0,1321065.0,46.61,compliant,65,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,21040,0,21040,non-refrigerated warehouse,21040.0,,,,,43.0,592088.125,19.14,compliant,40,True,False
nonresidential,worship facility,3,southeast,1.0,2.0,22952,0,22952,worship facility,22962.0,parking,0.0,,,98.0,470666.6875,19.28,compliant,53,True,False
nonresidential,residence hall,4,northeast,1.0,3.0,29084,0,29084,residence hall/dormitory,26000.0,,,,,66.0,1632498.625,60.83,compliant,66,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,1.0,35017,0,35017,office,19785.0,non-refrigerated warehouse,10234.0,parking,0.0,66.0,1295485.25,27.06,compliant,47,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,44476,0,44476,non-refrigerated warehouse,41256.0,,,,,33.0,1368120.5,29.7,compliant,56,True,False
sps-district k-12,k-12 school,4,northeast,1.0,2.0,54943,0,54943,k-12 school,57247.0,,,,,94.0,2155390.25,83.76,error - correct default data,88,True,False
nonresidential,worship facility,4,northeast,1.0,2.0,20039,0,20039,worship facility,20039.0,,,,,100.0,104722.2969,0.73,non-compliant,62,False,False
nonresidential,mixed use property,4,northeast,1.0,2.0,32928,0,32928,parking,24288.0,retail store,16710.0,office,16128.0,9.0,5652231.0,39.4,compliant,17,False,False
nonresidential,mixed use property,3,east,1.0,2.0,21036,0,21036,parking,11021.0,fitness center/health club/gym,8164.0,office,7280.0,,2735811.5,78.36,compliant,28,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,25620,0,25620,distribution center,25620.0,,,,,82.0,550324.1875,20.46,compliant,42,True,False
nonresidential,supermarket / grocery store,1,southwest,1.0,1.0,31841,0,31841,supermarket/grocery store,30899.0,office,942.0,,,,13140574.0,404.21,compliant,19,True,False
nonresidential cos,other,6,ballard,1.0,2.0,29417,0,29417,other - recreation,18489.0,fitness center/health club/gym,8946.0,pre-school/daycare,1445.0,,1631479.125,56.25,compliant,66,True,False
nonresidential,university,3,east,1.0,3.0,31900,0,31900,college/university,26000.0,,,,,,2466100.0,96.2,compliant,95,True,False
nonresidential,k-12 school,3,central,1.0,2.0,22344,0,22344,k-12 school,22344.0,,,,,40.0,1522596.75,55.23,compliant,91,True,False
nonresidential cos,other,3,central,1.0,3.0,20992,0,20992,performing arts,24600.0,social/meeting hall,4625.0,other - education,1665.0,,2473302.0,104.74,compliant,103,True,False
nonresidential,senior care community,3,central,1.0,2.0,74840,0,74840,senior care community,74840.0,,,,,48.0,8268496.5,249.46,compliant,29,True,False
nonresidential cos,mixed use property,2,east,0.0,2.0,29508,7120,22388,other - recreation,11074.0,fitness center/health club/gym,8183.0,parking,6569.0,,2217620.0,81.24,compliant,11,True,False
nonresidential,residence hall,4,northeast,1.0,3.0,33448,0,33448,residence hall/dormitory,33448.0,,,,,78.0,998633.5,6.96,compliant,40,False,False
nonresidential,residence hall,4,northeast,1.0,4.0,23616,0,23616,residence hall/dormitory,23616.0,,,,,55.0,1656420.25,53.65,compliant,90,True,False
nonresidential,residence hall,4,northeast,1.0,3.0,27487,0,27487,residence hall/dormitory,27487.0,,,,,82.0,1594504.875,65.95,compliant,90,True,False
nonresidential,residence hall,4,northeast,1.0,3.0,22124,0,22124,residence hall/dormitory,22124.0,,,,,82.0,637685.0,4.45,compliant,87,False,False
nonresidential,mixed use property,2,downtown,1.0,3.0,49299,0,49299,office,24099.0,multifamily housing,23632.0,restaurant,5320.0,,4729846.5,9.23,compliant,107,False,False
nonresidential,small- and mid-sized office,5,northwest,1.0,3.0,24696,6300,18396,office,18396.0,parking,6300.0,,,87.0,624125.625,4.35,compliant,33,False,False
nonresidential,warehouse,2,downtown,1.0,3.0,33238,0,33238,non-refrigerated warehouse,33238.0,,,,,14.0,1632472.0,11.38,compliant,24,False,False
nonresidential,large office,7,downtown,1.0,6.0,706176,0,706176,office,222807.0,parking,78049.0,bank branch,5171.0,82.0,13270687.0,92.52,compliant,16,False,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,43380,0,43380,non-refrigerated warehouse,42844.0,,,,,89.0,405062.0,2.82,compliant,42,False,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,25577,0,25577,refrigerated warehouse,13349.0,non-refrigerated warehouse,8228.0,office,4000.0,,895784.6875,14.19,compliant,55,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,35046,0,35046,non-refrigerated warehouse,32546.0,,,,,100.0,1063269.125,17.65,compliant,42,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,23232,0,23232,non-refrigerated warehouse,23232.0,,,,,,127374.0,0.89,compliant,44,False,False
nonresidential,other,7,magnolia / queen anne,1.0,2.0,30720,0,30720,other,28120.0,parking,1600.0,office,1000.0,,1683064.25,67.15,compliant,68,True,False
nonresidential,warehouse,1,greater duwamish,1.0,2.0,23400,0,23400,non-refrigerated warehouse,20002.0,office,3374.0,parking,0.0,,439266.9063,3.06,compliant,52,False,False
nonresidential,distribution center,1,greater duwamish,1.0,1.0,36982,0,36982,distribution center,34382.0,office,2600.0,,,,374753.8125,6.88,compliant,37,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,42420,0,42420,non-refrigerated warehouse,27420.0,other,10000.0,office,5000.0,34.0,965425.1875,29.39,compliant,63,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,24024,0,24024,non-refrigerated warehouse,14314.0,other - services,9710.0,,,,375773.5938,2.62,compliant,39,False,False
nonresidential,other,7,magnolia / queen anne,1.0,2.0,36771,0,36771,other,34856.0,,,,,,5447076.5,37.97,compliant,60,False,False
nonresidential,k-12 school,3,east,1.0,4.0,27800,0,27800,k-12 school,11093.0,,,,,8.0,1181428.75,38.36,compliant,104,True,False
nonresidential cos,distribution center,7,magnolia / queen anne,1.0,3.0,23040,0,23040,distribution center,23040.0,,,,,,421430.0,2.94,compliant,95,False,False
nonresidential,small- and mid-sized office,3,central,6.0,2.0,75868,0,75868,office,50379.0,restaurant,12622.0,retail store,6662.0,,3605749.75,25.14,compliant,60,False,False
nonresidential,worship facility,4,northeast,1.0,3.0,26373,0,26373,worship facility,26373.0,,,,,75.0,964236.0,38.18,compliant,78,True,False
nonresidential,supermarket / grocery store,4,northeast,1.0,1.0,76585,38585,38000,supermarket/grocery store,41447.0,parking,0.0,,,18.0,13906080.0,364.27,compliant,19,True,False
sps-district k-12,k-12 school,6,ballard,1.0,2.0,57298,0,57298,k-12 school,60882.0,,,,,91.0,1586388.75,11.06,error - correct default data,27,False,False
nonresidential,other,5,north,1.0,2.0,47237,0,47237,other,47661.0,,,,,,5981430.0,41.7,compliant,68,False,False
nonresidential,other,3,east,1.0,3.0,33708,0,33708,other,33708.0,,,,,,786324.0,19.61,compliant,104,True,True
sps-district k-12,k-12 school,6,ballard,1.0,2.0,44753,0,44753,k-12 school,46545.0,,,,,96.0,1638691.625,61.25,error - correct default data,84,True,False
sps-district k-12,k-12 school,5,northwest,1.0,1.0,42128,0,42128,k-12 school,42128.0,,,,,93.0,1709307.5,49.55,compliant,62,True,False
nonresidential,mixed use property,7,magnolia / queen anne,1.0,2.0,37600,0,37600,non-refrigerated warehouse,18400.0,other,16200.0,office,3000.0,,2171751.5,93.55,compliant,55,True,False
nonresidential,supermarket / grocery store,1,southwest,1.0,1.0,33706,0,33706,supermarket/grocery store,31746.0,,,,,22.0,8687690.0,206.33,compliant,18,True,False
nonresidential,mixed use property,3,east,1.0,2.0,21656,0,21656,other - entertainment/public assembly,5656.0,other - public services,5561.0,restaurant,5090.0,,1607972.25,51.89,compliant,69,True,False
nonresidential,other,4,northeast,1.0,3.0,20686,0,20686,other - lodging/residential,20686.0,,,,,,1207504.0,42.71,compliant,92,True,False
nonresidential,retail store,7,downtown,1.0,3.0,103000,0,103000,retail store,103000.0,,,,,89.0,5214621.5,81.18,compliant,25,True,False
nonresidential,supermarket / grocery store,3,east,1.0,2.0,66497,0,66497,supermarket/grocery store,66497.0,,,,,84.0,9290214.0,72.02,compliant,66,True,False
nonresidential,large office,7,magnolia / queen anne,1.0,10.0,513816,0,513816,office,359040.0,parking,151658.0,restaurant,1087.0,,18760766.0,214.19,compliant,1,True,False
nonresidential,small- and mid-sized office,3,east,1.0,5.0,37873,0,37873,office,25927.0,parking,5834.0,multifamily housing,5160.0,,2346692.5,65.01,compliant,1,True,False
nonresidential,other,4,northeast,1.0,3.0,33648,0,33648,parking,83600.0,automobile dealership,39000.0,,,,1399581.625,9.76,compliant,2,False,False
nonresidential,self-storage facility,2,southeast,1.0,4.0,101580,14004,87576,self-storage facility,87576.0,,,,,,940844.6875,9.91,compliant,2,True,False
nonresidential,large office,7,lake union,1.0,6.0,427181,0,427181,office,427181.0,parking,169195.0,,,99.0,16371039.0,213.7,compliant,2,True,False
nonresidential,residence hall,4,northeast,1.0,0.0,97040,0,97040,residence hall/dormitory,97040.0,,,,,69.0,3894142.5,62.41,compliant,5,True,False
nonresidential,residence hall,4,northeast,1.0,0.0,89392,0,89392,residence hall/dormitory,89392.0,,,,,16.0,6960904.5,48.53,compliant,46,False,False
nonresidential,residence hall,4,northeast,1.0,0.0,166991,0,166991,residence hall/dormitory,166991.0,,,,,19.0,15965859.0,437.2,compliant,63,True,False
nonresidential,residence hall,4,northeast,1.0,0.0,176225,0,176225,residence hall/dormitory,176225.0,parking,24000.0,,,91.0,4926695.0,103.65,compliant,5,True,False
nonresidential,hotel,7,downtown,1.0,14.0,144614,0,144614,hotel,159500.0,,,,,89.0,5525072.5,50.32,compliant,1,True,False
nonresidential,university,4,northeast,1.0,4.0,58779,0,58779,college/university,58779.0,,,,,,5000717.0,25.93,compliant,47,False,False
nonresidential,other,2,southeast,1.0,0.0,40265,0,40265,pre-school/daycare,40265.0,,,,,,2159170.25,51.39,compliant,7,True,False
nonresidential cos,other,2,greater duwamish,1.0,1.0,20993,0,20993,"repair services (vehicle, shoe, locksmith, etc)",20983.0,,,,,,923812.8125,10.8,compliant,2,True,False
nonresidential,supermarket / grocery store,6,ballard,1.0,8.0,41198,0,41198,supermarket/grocery store,41198.0,,,,,44.0,7768057.5,82.58,compliant,6,True,False
nonresidential,senior care community,7,downtown,1.0,3.0,197395,156000,41395,senior care community,38800.0,other - public services,3650.0,office,586.0,,2737534.5,58.28,compliant,27,True,False
nonresidential,university,3,east,1.0,3.0,428347,0,428347,college/university,472384.0,,,,,,37022180.0,1280.81,compliant,91,True,True
nonresidential,university,3,east,1.0,2.0,99765,0,99765,college/university,99765.0,,,,,,3185005.25,74.3,compliant,23,True,False
nonresidential,small- and mid-sized office,3,east,0.0,2.0,64820,0,64820,office,37668.0,movie theater,11500.0,vocational school,10000.0,,2274296.75,29.4,compliant,104,True,False
nonresidential cos,other,2,southeast,1.0,1.0,53775,0,53775,other - recreation,35361.0,fitness center/health club/gym,12689.0,office,2110.0,,12095818.0,457.51,compliant,3,True,False
nonresidential,other,1,delridge,1.0,2.0,44162,0,44162,pre-school/daycare,44162.0,parking,15761.0,,,,1546484.875,38.13,compliant,6,True,False
campus,university,2,greater duwamish,4.0,2.0,149856,0,149856,college/university,149856.0,,,,,,6335315.5,107.29,compliant,9,True,False
nonresidential,large office,7,lake union,1.0,12.0,480702,163260,317442,office,341897.0,parking,136594.0,,,99.0,12720069.0,147.14,compliant,2,True,False
nonresidential,other,2,greater duwamish,1.0,2.0,108036,0,108036,parking,202171.0,automobile dealership,108036.0,,,,4991893.5,91.98,compliant,1,True,False
nonresidential,other,6,lake union,1.0,1.0,30730,0,30730,other,30730.0,,,,,,3050455.25,73.52,compliant,47,True,False
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,13157,0,13157,other - recreation,7583.0,fitness center/health club/gym,5574.0,swimming pool,0.0,,5765898.0,223.54,compliant,42,True,False
nonresidential cos,other,2,downtown,1.0,1.0,16000,0,16000,other - recreation,16000.0,,,,,,950276.1875,32.17,compliant,12,True,False
nonresidential cos,office,2,greater duwamish,1.0,1.0,12294,0,12294,office,12294.0,,,,,46.0,849745.6875,20.94,error - correct default data,26,True,False
nonresidential cos,office,2,southeast,1.0,1.0,15398,0,15398,office,15398.0,,,,,93.0,387810.0,7.79,error - correct default data,56,True,False
nonresidential cos,mixed use property,3,central,1.0,1.0,20050,0,20050,other - recreation,8108.0,fitness center/health club/gym,7726.0,office,3779.0,,1813404.0,60.81,compliant,22,True,False
nonresidential cos,other,3,east,1.0,1.0,23445,0,23445,other - recreation,23445.0,,,,,,5976246.0,259.22,compliant,104,True,False
nonresidential cos,office,7,magnolia / queen anne,1.0,1.0,13661,0,13661,office,13661.0,,,,,75.0,502667.6875,3.5,error - correct default data,64,False,False
nonresidential cos,other,6,ballard,1.0,1.0,12769,0,12769,other - recreation,10912.0,fitness center/health club/gym,1670.0,office,187.0,,5117308.5,216.18,compliant,44,True,False
nonresidential cos,other,6,ballard,1.0,1.0,16795,0,16795,other - recreation,8680.0,fitness center/health club/gym,7014.0,pre-school/daycare,535.0,,936616.5,24.73,compliant,105,True,False
nonresidential,mixed use property,7,magnolia / queen anne,1.0,2.0,25532,0,25532,office,11745.0,"repair services (vehicle, shoe, locksmith, etc)",11745.0,,,,627854.125,4.38,compliant,2,False,False
nonresidential cos,other,5,north,1.0,1.0,11285,0,11285,prison/incarceration,11285.0,,,,,,645665.375,14.37,compliant,67,True,False
nonresidential cos,other,3,central,1.0,1.0,11685,0,11685,prison/incarceration,11685.0,,,,,,851053.8125,29.18,compliant,3,True,False
nonresidential cos,mixed use property,5,north,1.0,1.0,20616,0,20616,other - recreation,9900.0,fitness center/health club/gym,8577.0,pre-school/daycare,1364.0,,636965.5,4.44,compliant,11,False,False
nonresidential,mixed use property,7,lake union,1.0,6.0,345290,85028,260262,laboratory,151523.0,office,106498.0,parking,84002.0,,39364116.0,1000.06,compliant,1,True,False
nonresidential,k-12 school,3,greater duwamish,1.0,3.0,45000,0,45000,k-12 school,45728.0,parking,0.0,,,77.0,1325972.75,9.24,compliant,1,False,False
nonresidential,other,4,northeast,1.0,1.0,72000,0,72000,other - recreation,72000.0,,,,,,2925780.0,67.65,compliant,3,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,2.0,24990,0,24990,office,24990.0,,,,,9.0,4420650.5,134.8,compliant,87,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,52085,4222,47863,non-refrigerated warehouse,52085.0,,,,,37.0,3605855.5,157.7,compliant,61,True,False
nonresidential,hotel,4,lake union,1.0,4.0,126823,41539,85284,hotel,88157.0,parking,41539.0,swimming pool,0.0,72.0,6042399.5,131.02,compliant,2,True,False
nonresidential cos,large office,7,lake union,1.0,13.0,536697,197659,339038,office,342838.0,parking,202178.0,retail store,6313.200195,98.0,13239050.0,245.16,compliant,2,True,False
nonresidential,large office,7,lake union,1.0,12.0,483397,166208,317189,office,342173.0,parking,147597.0,,,98.0,13998638.0,202.12,compliant,1,True,False
nonresidential cos,other,6,ballard,1.0,1.0,11968,0,11968,prison/incarceration,11968.0,,,,,,783423.0,23.0,compliant,6,True,False
