buildingType,primaryPropertyType,councilDistrictCode,neighborhood,nb_buildings,nb_floors,propertyGFA_total,propertyGFA_parking,propertyGFABuilding,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,energystar_score,siteEnergyUse_kBtu,GHG_emissions_TCO2e,complianceStatus,buildingAge,consumeGas,consumeSteam
nonresidential,worship facility,7,downtown,1.0,2.0,20920,0,20920,worship facility,20920.0,,,,,15.0,1042108.5,42.19,compliant,68,True,False
nonresidential,small- and mid-sized office,6,ballard,1.0,3.0,43500,0,43500,office,43495.0,,,,,46.0,3220635.25,22.65,compliant,37,True,False
nonresidential,small- and mid-sized office,7,downtown,1.0,3.0,64630,0,64630,office,64630.0,,,,,96.0,1408291.375,9.82,compliant,74,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,2.0,21600,0,21600,office,14400.0,other - lodging/residential,7200.0,,,,1636649.125,29.62,compliant,99,True,False
nonresidential,restaurant,7,downtown,1.0,2.0,31020,0,31020,restaurant,31020.0,,,,,,4970047.0,207.6,compliant,61,True,False
nonresidential,other,6,northwest,1.0,2.0,28072,0,28072,social/meeting hall,23835.0,,,,,,1362523.0,63.48,compliant,99,True,False
sps-district k-12,k-12 school,6,northwest,1.0,2.0,47602,0,47602,k-12 school,46066.0,,,,,78.0,2249592.5,83.59,error - correct default data,86,True,False
nonresidential cos,other,4,north,1.0,2.0,21462,0,21462,other,25778.0,office,200.0,,,,1114384.625,7.77,compliant,93,False,False
nonresidential,retail store,3,downtown,1.0,2.0,147545,0,147545,retail store,147545.0,,,,,69.0,6787070.0,169.75,compliant,99,True,False
sps-district k-12,k-12 school,3,central,1.0,2.0,37327,0,37327,k-12 school,48887.0,,,,,92.0,1967476.375,71.06,error - correct default data,91,True,False
nonresidential,laboratory,7,downtown,1.0,2.0,44588,22000,22588,laboratory,69000.0,,,,,,7251589.0,50.55,compliant,70,False,False
nonresidential,restaurant,6,ballard,1.0,3.0,22719,0,22719,restaurant,22719.0,parking,0.0,,,,1358519.0,9.47,compliant,39,False,False
nonresidential,small- and mid-sized office,6,ballard,1.0,3.0,22325,0,22325,office,18000.0,medical office,1800.0,other,1000.0,,1401315.875,9.77,compliant,53,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,5.0,61825,13320,48505,office,37993.0,bank branch,3547.0,,,59.0,4322873.0,141.2,compliant,42,True,False
nonresidential,worship facility,4,northeast,1.0,2.0,47992,0,47992,worship facility,37800.0,other,10206.0,,,17.0,3040195.5,118.37,compliant,90,True,False
nonresidential,residence hall,4,northeast,1.0,3.0,28572,0,28572,residence hall/dormitory,22000.0,parking,7000.0,,,16.0,2717863.25,89.57,compliant,23,True,False
nonresidential,residence hall,3,east,0.0,15.0,115775,31535,84240,residence hall/dormitory,150000.0,office,25000.0,,,94.0,2882489.75,20.09,compliant,34,False,False
nonresidential,senior care community,2,southeast,1.0,2.0,48882,7233,41649,senior care community,41922.0,parking,9079.0,,,51.0,6782435.0,235.26,compliant,50,True,False
sps-district k-12,k-12 school,2,southeast,1.0,1.0,33105,0,33105,k-12 school,33105.0,,,,,79.0,1725336.25,69.77,error - correct default data,91,True,False
sps-district k-12,k-12 school,7,magnolia / queen anne,1.0,1.0,48789,0,48789,k-12 school,48789.0,,,,,94.0,1298307.625,29.41,compliant,91,True,False
nonresidential,worship facility,2,southeast,1.0,2.0,27876,0,27876,worship facility,44816.0,,,,,69.0,1829981.375,68.97,compliant,62,True,False
nonresidential,k-12 school,6,northwest,1.0,3.0,28820,0,28820,k-12 school,33780.0,,,,,43.0,2595783.5,106.45,compliant,94,True,False
nonresidential,small- and mid-sized office,6,northwest,1.0,1.0,20678,0,20678,office,23100.0,,,,,98.0,770333.0,32.63,compliant,56,True,False
nonresidential,k-12 school,4,northeast,1.0,1.0,23190,0,23190,k-12 school,23190.0,,,,,79.0,1705515.25,68.14,compliant,30,True,False
nonresidential,worship facility,4,northeast,1.0,2.0,25521,0,25521,worship facility,25521.0,,,,,82.0,605186.3125,15.47,compliant,86,True,False
nonresidential,senior care community,6,ballard,1.0,2.0,34636,31000,3636,senior care community,36000.0,parking,0.0,,,3.0,12148720.0,480.9,compliant,50,True,False
nonresidential,small- and mid-sized office,4,lake union,1.0,2.0,20500,0,20500,office,20500.0,,,,,48.0,1326178.125,11.27,compliant,116,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,22320,0,22320,non-refrigerated warehouse,22320.0,,,,,62.0,439065.9063,3.06,compliant,39,False,False
nonresidential,large office,4,lake union,1.0,5.0,206126,79284,126842,office,101941.0,parking,73177.0,other,8324.0,98.0,4489661.0,72.26,compliant,3,True,False
nonresidential,large office,4,lake union,1.0,5.0,137738,55504,82234,office,77796.0,parking,55504.0,other,4438.0,62.0,4704936.5,32.8,compliant,31,False,False
nonresidential,small- and mid-sized office,4,lake union,1.0,3.0,29392,3834,25558,office,29392.0,parking,3834.0,,,91.0,755618.1875,6.18,compliant,55,True,False
nonresidential,small- and mid-sized office,4,lake union,1.0,2.0,21183,0,21183,office,13945.0,parking,7238.0,,,99.0,361542.0938,2.52,compliant,59,False,False
sps-district k-12,k-12 school,4,lake union,1.0,3.0,95501,0,95501,k-12 school,95501.0,,,,,88.0,3009967.0,62.94,error - correct default data,17,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,27000,0,27000,distribution center,27000.0,,,,,61.0,651293.3125,18.85,compliant,60,True,False
nonresidential,worship facility,7,magnolia / queen anne,1.0,2.0,24227,0,24227,worship facility,26210.0,,,,,55.0,1086678.125,47.59,compliant,53,True,False
nonresidential,k-12 school,7,magnolia / queen anne,1.0,3.0,32691,0,32691,k-12 school,33550.0,,,,,99.0,971990.3125,29.82,compliant,94,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,30545,0,30545,non-refrigerated warehouse,23545.0,office,7000.0,,,12.0,1577040.875,61.53,compliant,78,True,False
nonresidential,self-storage facility,5,north,2.0,2.0,50368,0,50368,self-storage facility,50369.0,,,,,,753275.1875,28.58,compliant,28,True,False
nonresidential,other,5,north,1.0,2.0,38787,0,38787,automobile dealership,38787.0,parking,0.0,,,,3204685.5,67.52,compliant,40,True,False
nonresidential,residence hall,4,lake union,1.0,3.0,21118,0,21118,residence hall/dormitory,21118.0,,,,,49.0,1361427.75,39.5,compliant,28,True,False
nonresidential,worship facility,7,magnolia / queen anne,1.0,2.0,22612,0,22612,worship facility,22612.0,,,,,87.0,731321.8125,31.6,compliant,69,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,47105,0,47105,manufacturing/industrial plant,45320.0,,,,,,10234721.0,348.22,compliant,40,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,2.0,28304,0,28304,office,27185.0,,,,,67.0,1269367.5,8.85,compliant,46,False,False
nonresidential,retail store,6,lake union,1.0,3.0,27480,0,27480,retail store,22218.0,office,8668.0,,,88.0,1215156.25,8.47,compliant,110,False,False
nonresidential,retail store,6,lake union,1.0,2.0,20516,0,20516,retail store,10155.0,hotel,8000.0,,,98.0,1021796.625,42.04,compliant,105,True,False
nonresidential,small- and mid-sized office,6,lake union,1.0,5.0,33740,6010,27730,office,15908.0,retail store,8762.0,parking,1500.0,79.0,1291405.25,9.0,compliant,15,False,False
nonresidential,mixed use property,6,lake union,5.0,3.0,41827,9226,32601,multifamily housing,14273.0,office,14128.0,parking,9680.0,,4193371.0,110.17,compliant,15,True,False
nonresidential,warehouse,6,lake union,1.0,2.0,33840,0,33840,non-refrigerated warehouse,18740.0,office,13660.0,retail store,1440.0,,2227638.25,60.88,compliant,89,True,False
nonresidential,small- and mid-sized office,3,east,1.0,3.0,22667,0,22667,office,22667.0,,,,,1.0,3767135.0,148.55,compliant,70,True,True
nonresidential,other,3,east,1.0,3.0,30971,0,30971,other,30971.0,,,,,,2823184.0,94.85,compliant,96,True,True
nonresidential,small- and mid-sized office,3,east,1.0,4.0,39760,0,39760,office,39760.0,,,,,92.0,2478960.0,149.91,compliant,91,True,True
nonresidential,small- and mid-sized office,7,downtown,1.0,2.0,25920,0,25920,office,23995.0,,,,,75.0,1793851.375,46.48,compliant,97,True,False
nonresidential,hotel,7,downtown,1.0,8.0,61721,0,61721,,,,,,,93.0,2897079.75,36.92,compliant,106,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,2.0,40029,0,40029,office,31800.0,non-refrigerated warehouse,8200.0,,,69.0,1471914.25,10.26,compliant,34,False,False
nonresidential,retail store,7,downtown,1.0,2.0,25920,0,25920,retail store,38880.0,,,,,93.0,1011667.5,13.71,compliant,97,True,False
nonresidential,self-storage facility,7,downtown,1.0,6.0,46580,0,46580,self-storage facility,46580.0,,,,,,710275.375,4.95,compliant,88,False,False
nonresidential,small- and mid-sized office,4,lake union,1.0,3.0,31417,8110,23307,office,26295.0,parking,12890.0,,,94.0,1126157.25,28.09,compliant,31,True,False
nonresidential,small- and mid-sized office,6,lake union,1.0,4.0,39926,12400,27526,office,24335.0,parking,12400.0,retail store,2575.0,,1010967.688,14.49,compliant,10,True,False
nonresidential,mixed use property,3,northeast,1.0,1.0,20233,0,20233,office,7245.0,non-refrigerated warehouse,6644.0,other,6344.0,,630250.125,18.16,compliant,18,True,False
nonresidential,small- and mid-sized office,4,lake union,1.0,2.0,21436,0,21436,office,21436.0,,,,,95.0,534703.6875,3.73,compliant,58,False,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,20500,0,20500,non-refrigerated warehouse,21386.0,,,,,65.0,222600.0938,1.55,compliant,47,False,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,2.0,25872,0,25872,office,24988.0,,,,,41.0,2399353.5,81.96,compliant,47,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,2.0,25872,0,25872,office,23272.0,non-refrigerated warehouse,2600.0,,,,1787119.0,45.79,compliant,47,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,27680,0,27680,non-refrigerated warehouse,25000.0,office,2680.0,,,,1778431.75,64.81,compliant,48,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,26400,0,26400,other - recreation,20560.0,non-refrigerated warehouse,7200.0,,,,452612.5,3.16,compliant,46,False,False
nonresidential,retail store,7,downtown,1.0,2.0,25920,0,25920,retail store,25920.0,,,,,5.0,478690.0938,3.34,compliant,100,False,False
sps-district k-12,k-12 school,3,east,1.0,3.0,62078,0,62078,k-12 school,62078.0,,,,,97.0,1955013.5,50.69,error - correct default data,15,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,49950,0,49950,distribution center,49950.0,,,,,77.0,238969.7031,1.67,compliant,41,False,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,35579,0,35579,distribution center,35579.0,,,,,72.0,1096646.25,39.05,compliant,18,True,False
nonresidential,other,1,southwest,1.0,1.0,33334,0,33334,fitness center/health club/gym,50000.0,swimming pool,0.0,,,,6118300.5,210.3,compliant,32,True,False
nonresidential,supermarket / grocery store,1,southwest,1.0,2.0,25762,0,25762,supermarket/grocery store,25762.0,,,,,100.0,1906384.875,13.29,compliant,70,False,False
nonresidential,other,1,southwest,1.0,1.0,41521,13124,28397,other - recreation,26241.0,parking,13124.0,restaurant,2574.0,,3343550.0,100.21,compliant,68,True,False
nonresidential,mixed use property,1,southwest,1.0,2.0,20700,0,20700,non-refrigerated warehouse,6900.0,restaurant,6900.0,other - recreation,4323.0,,4265815.0,188.67,compliant,86,True,False
nonresidential,mixed use property,1,southwest,0.0,2.0,23315,0,23315,office,7758.0,retail store,6919.0,restaurant,1976.0,,1354000.625,35.04,compliant,90,True,False
nonresidential,worship facility,1,southwest,1.0,2.0,37816,0,37816,worship facility,19407.0,k-12 school,18701.0,,,60.0,1411305.5,43.45,compliant,93,True,False
nonresidential,k-12 school,1,southwest,1.0,3.0,49744,0,49744,k-12 school,49744.0,,,,,98.0,2096835.5,89.29,compliant,51,True,False
nonresidential,k-12 school,1,southwest,1.0,2.0,33462,0,33462,k-12 school,57896.0,,,,,76.0,3987215.5,185.23,compliant,94,True,False
nonresidential,hotel,7,downtown,1.0,6.0,35820,0,35820,hotel,35820.0,,,,,94.0,3321603.0,130.58,compliant,107,True,False
nonresidential,other,7,downtown,1.0,5.0,41536,0,41536,performing arts,41536.0,,,,,,2735166.0,19.07,compliant,108,False,False
nonresidential,small- and mid-sized office,1,southwest,1.0,3.0,43387,0,43387,office,45000.0,,,,,60.0,2686765.0,34.15,compliant,35,True,False
nonresidential,other,7,downtown,1.0,3.0,39320,6960,32360,social/meeting hall,39320.0,,,,,,3042875.5,145.48,compliant,94,True,True
nonresidential,warehouse,7,downtown,1.0,5.0,33300,0,33300,non-refrigerated warehouse,24000.0,retail store,6000.0,,,,90558.70313,0.63,compliant,116,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,5.0,39960,0,39960,office,37120.0,other,2840.0,,,77.0,2178690.5,49.98,compliant,116,True,False
nonresidential,other,2,greater duwamish,1.0,2.0,41790,0,41790,social/meeting hall,21790.0,office,20000.0,,,,2177075.0,33.37,compliant,47,True,False
nonresidential,mixed use property,6,ballard,1.0,2.0,38784,0,38784,non-refrigerated warehouse,16826.0,office,16826.0,,,,1841154.25,26.11,compliant,9,True,False
nonresidential,senior care community,2,southeast,1.0,3.0,78374,0,78374,senior care community,58665.0,parking,0.0,,,98.0,3321035.75,23.15,compliant,35,False,False
sps-district k-12,k-12 school,2,greater duwamish,1.0,1.0,55206,0,55206,k-12 school,55206.0,,,,,75.0,2345752.5,61.84,error - correct default data,45,True,False
nonresidential,hotel,7,downtown,1.0,9.0,104000,0,104000,hotel,96000.0,restaurant,8000.0,,,8.0,8690648.0,355.8,compliant,91,True,True
nonresidential,small- and mid-sized office,4,lake union,1.0,2.0,84116,26497,57619,office,55000.0,,,,,68.0,2641681.75,20.08,compliant,4,True,False
campus,k-12 school,4,northeast,5.0,3.0,21500,0,21500,k-12 school,96154.0,,,,,44.0,6689184.0,202.65,compliant,27,True,False
nonresidential,worship facility,4,northeast,1.0,2.0,31386,0,31386,worship facility,30000.0,,,,,52.0,1128179.125,27.14,compliant,16,True,False
nonresidential,hotel,7,downtown,1.0,11.0,36240,0,36240,hotel,36240.0,,,,,98.0,2147968.25,120.91,compliant,90,True,True
nonresidential,mixed use property,5,north,1.0,1.0,39350,0,39350,supermarket/grocery store,19271.0,retail store,19249.0,food service,2663.0,,267135.0938,1.86,compliant,37,False,False
nonresidential,other,5,north,0.0,1.0,22405,0,22405,other,11000.0,retail store,7500.0,,,,3498214.75,134.57,compliant,67,True,False
sps-district k-12,other,5,north,1.0,1.0,32590,0,32590,other,32590.0,,,,,,1361794.25,43.13,compliant,3,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,38005,0,38005,non-refrigerated warehouse,21560.0,self-storage facility,10974.0,office,5471.0,,752093.625,10.75,compliant,55,True,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,39900,0,39900,retail store,25000.0,non-refrigerated warehouse,15000.0,,,100.0,145468.7969,5.46,error - correct default data,63,True,False
nonresidential,self-storage facility,2,greater duwamish,1.0,1.0,21900,0,21900,self-storage facility,21900.0,,,,,,1333637.625,65.65,compliant,64,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,24000,0,24000,non-refrigerated warehouse,20400.0,office,3600.0,,,,1257033.5,46.64,compliant,65,True,False
nonresidential,warehouse,1,delridge,1.0,1.0,31521,0,31521,non-refrigerated warehouse,31521.0,,,,,6.0,1788148.0,61.71,compliant,63,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,26680,0,26680,distribution center,33987.0,,,,,92.0,243518.2031,1.7,compliant,61,False,False
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,27247,0,27247,other - recreation,14317.0,fitness center/health club/gym,7701.0,pre-school/daycare,3045.0,,2332996.5,83.1,compliant,68,True,False
nonresidential,supermarket / grocery store,7,magnolia / queen anne,1.0,1.0,25159,0,25159,supermarket/grocery store,25883.0,parking,0.0,,,38.0,8905287.0,247.85,compliant,54,True,False
nonresidential,warehouse,2,greater duwamish,1.0,2.0,32400,0,32400,non-refrigerated warehouse,32700.0,,,,,91.0,248616.0,1.73,compliant,61,False,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,20000,0,20000,retail store,20000.0,,,,,75.0,557863.6875,3.89,compliant,102,False,False
nonresidential,other,2,southeast,1.0,2.0,20047,0,20047,other - services,20047.0,,,,,,117438.3984,0.82,compliant,53,False,False
nonresidential cos,other,3,southeast,0.0,1.0,36070,0,36070,other - recreation,66597.0,,,,,,1441665.375,10.05,compliant,39,False,False
nonresidential,small- and mid-sized office,3,southeast,1.0,2.0,39170,0,39170,office,35500.0,,,,,81.0,2130673.75,63.06,compliant,46,True,False
nonresidential,small- and mid-sized office,2,southeast,1.0,3.0,38075,0,38075,office,29035.0,k-12 school,6213.0,retail store,2825.0,,1921801.25,19.04,compliant,7,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,23236,0,23236,distribution center,20736.0,office,1250.0,retail store,1250.0,,433871.0,13.02,compliant,62,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,1.0,29740,0,29740,office,17804.0,non-refrigerated warehouse,12208.0,,,57.0,1467060.25,19.82,compliant,55,True,False
nonresidential,warehouse,2,greater duwamish,1.0,2.0,31000,0,31000,non-refrigerated warehouse,31000.0,,,,,,2301043.75,19.93,compliant,46,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,25480,0,25480,refrigerated warehouse,25480.0,,,,,,741287.1875,5.17,compliant,63,False,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,25920,0,25920,distribution center,19277.0,refrigerated warehouse,4051.0,office,2592.0,,1219744.75,12.48,compliant,47,True,False
sps-district k-12,k-12 school,2,greater duwamish,1.0,1.0,51704,0,51704,k-12 school,51704.0,,,,,62.0,1799402.75,41.68,error - correct default data,45,True,False
nonresidential,other,1,southwest,1.0,1.0,22180,0,22180,other - mall,14000.0,restaurant,8180.0,,,,5089083.0,147.0,compliant,92,True,False
nonresidential,medical office,3,central,1.0,2.0,39000,0,39000,medical office,39000.0,,,,,25.0,2615247.75,33.92,compliant,26,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,37500,0,37500,non-refrigerated warehouse,61419.0,,,,,36.0,1811506.375,13.16,compliant,31,True,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,74178,0,74178,retail store,74178.0,,,,,,5402181.0,134.82,compliant,58,True,False
nonresidential,distribution center,6,lake union,1.0,1.0,26532,0,26532,distribution center,26532.0,,,,,5.0,1934224.25,66.53,compliant,32,True,False
nonresidential,medical office,3,central,1.0,6.0,320946,0,320946,medical office,236359.0,laboratory,86298.0,,,57.0,25471308.0,189.85,compliant,106,True,False
sps-district k-12,other,2,greater duwamish,1.0,3.0,338063,0,338063,other,180633.0,"repair services (vehicle, shoe, locksmith, etc)",50000.0,restaurant,50000.0,,20675922.0,259.49,compliant,14,True,False
nonresidential,large office,7,downtown,1.0,6.0,205521,0,205521,office,114919.0,retail store,28643.0,,,94.0,8138616.5,282.46,compliant,116,True,True
nonresidential,medical office,3,east,1.0,19.0,319911,156407,163504,medical office,170727.0,parking,69171.0,,,50.0,15067340.0,357.39,compliant,43,False,True
nonresidential,medical office,7,east,1.0,9.0,302902,101342,201560,medical office,201365.0,parking,86270.0,,,58.0,14751117.0,130.32,compliant,8,True,False
nonresidential,retail store,1,delridge,0.0,1.0,94713,0,94713,retail store,109758.0,,,,,79.0,5417598.0,94.74,compliant,11,True,False
nonresidential,medical office,3,central,1.0,7.0,94500,0,94500,medical office,113739.0,,,,,68.0,5792926.0,40.38,compliant,29,False,False
nonresidential,medical office,3,east,1.0,10.0,422503,206580,215923,medical office,197408.0,,,,,46.0,17254810.0,190.1,compliant,31,False,True
nonresidential,small- and mid-sized office,7,downtown,1.0,6.0,97720,0,97720,office,51881.0,data center,11999.0,retail store,9713.0,,2478025.25,17.28,compliant,90,False,False
nonresidential,large office,2,downtown,1.0,11.0,312512,0,312512,office,303312.0,data center,4738.0,restaurant,4462.0,,25747022.0,185.39,compliant,16,True,False
nonresidential,mixed use property,7,downtown,0.0,0.0,516407,0,516407,parking,385196.0,multifamily housing,340236.0,hotel,67627.0,31.0,39403320.0,734.72,compliant,10,True,False
nonresidential,small- and mid-sized office,7,downtown,1.0,6.0,56700,0,56700,office,46000.0,retail store,10500.0,,,55.0,3065954.5,21.37,compliant,116,False,False
nonresidential,medical office,3,east,1.0,0.0,225982,0,225982,medical office,200184.0,,,,,53.0,20560622.0,692.12,compliant,12,False,True
nonresidential,large office,1,delridge,1.0,5.0,138106,16221,121885,office,119083.0,parking,16221.0,,,41.0,8381834.5,58.43,compliant,25,False,False
nonresidential,medical office,7,lake union,1.0,5.0,129093,39902,89191,medical office,89131.0,parking,37652.0,other,5615.0,6.0,19248732.0,477.85,compliant,8,True,False
nonresidential,small- and mid-sized office,4,northeast,1.0,6.0,91706,36583,55123,office,53281.0,parking,34701.0,other,3724.0,2.0,8570571.0,59.75,compliant,15,False,False
nonresidential,small- and mid-sized office,3,east,0.0,4.0,76624,0,76624,office,76624.0,,,,,91.0,2773647.5,33.41,compliant,86,True,False
nonresidential,distribution center,1,delridge,1.0,1.0,72719,0,72719,distribution center,72719.0,,,,,28.0,2581741.75,42.74,compliant,63,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,99084,0,99084,non-refrigerated warehouse,99084.0,,,,,83.0,1618110.375,49.25,compliant,90,True,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,107930,0,107930,retail store,107704.0,,,,,57.0,7221482.5,100.42,compliant,23,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,3.0,60592,0,60592,office,60384.0,,,,,16.0,5049446.5,47.25,compliant,86,True,False
nonresidential,warehouse,2,greater duwamish,1.0,7.0,144050,0,144050,non-refrigerated warehouse,144050.0,,,,,26.0,3929371.0,98.43,compliant,90,True,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,56572,0,56572,retail store,56576.0,,,,,66.0,2409429.0,67.29,compliant,43,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,4.0,72000,0,72000,office,72000.0,,,,,89.0,2729167.75,23.48,compliant,91,True,False
nonresidential,other,1,delridge,1.0,3.0,68763,11527,57236,other - recreation,50000.0,parking,11527.0,swimming pool,0.0,,9029489.0,310.19,compliant,15,True,False
nonresidential,large office,7,downtown,1.0,6.0,108245,14690,93555,office,64055.0,adult education,14621.0,parking,12359.0,,4515180.5,50.17,compliant,98,False,True
nonresidential,warehouse,7,downtown,1.0,5.0,154330,0,154330,non-refrigerated warehouse,95330.0,,,,,81.0,1262235.25,8.8,compliant,104,False,False
nonresidential,large office,7,downtown,1.0,5.0,251044,117867,133177,office,126218.0,data center,12717.0,,,99.0,17186624.0,119.81,compliant,16,False,False
nonresidential,large office,7,downtown,1.0,3.0,187130,0,187130,office,171783.0,non-refrigerated warehouse,9581.0,other - recreation,4413.0,77.0,10053489.0,70.09,compliant,23,False,False
nonresidential,large office,7,downtown,1.0,7.0,277486,80283,197203,office,178625.0,parking,87624.0,other,14653.0,63.0,12729858.0,88.74,compliant,30,False,False
nonresidential,large office,7,magnolia / queen anne,1.0,5.0,208210,78848,129362,office,109978.0,parking,78848.0,,,95.0,5514308.5,116.74,compliant,30,True,False
nonresidential,large office,7,magnolia / queen anne,1.0,5.0,183964,46763,137201,office,133451.0,parking,46763.0,data center,3750.0,56.0,14856199.0,103.57,compliant,8,False,False
nonresidential,large office,7,magnolia / queen anne,1.0,5.0,159937,55971,103966,office,106449.0,parking,50258.0,,,63.0,7857972.5,54.78,compliant,16,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,3.0,20565,0,20565,office,20565.0,,,,,65.0,802312.5,5.59,compliant,91,False,False
nonresidential,large office,7,magnolia / queen anne,1.0,4.0,129551,42500,87051,office,82273.0,parking,42500.0,data center,4778.0,1.0,27137190.0,189.18,non-compliant,16,False,False
nonresidential,large office,7,magnolia / queen anne,1.0,4.0,191146,94892,96254,office,103000.0,parking,80000.0,,,93.0,5101504.5,35.56,compliant,16,False,False
nonresidential,large office,7,magnolia / queen anne,1.0,4.0,165111,55000,110111,office,104667.0,parking,55000.0,data center,5444.0,1.0,25478086.0,177.62,compliant,16,False,False
nonresidential,retail store,7,magnolia / queen anne,1.0,1.0,50660,0,50660,retail store,50660.0,,,,,51.0,2661488.0,60.7,compliant,38,True,False
nonresidential,supermarket / grocery store,7,magnolia / queen anne,1.0,1.0,57176,0,57176,supermarket/grocery store,39500.0,retail store,15000.0,"personal services (health/beauty, dry cleaning, etc)",5500.0,31.0,12525174.0,0.0,compliant,8,False,False
nonresidential,large office,7,magnolia / queen anne,1.0,1.0,105100,0,105100,office,105100.0,,,,,1.0,22078064.0,357.86,compliant,38,True,False
nonresidential,large office,2,greater duwamish,1.0,1.0,158931,28381,130550,office,80157.0,multifamily housing,34302.0,parking,26937.0,12.0,8751704.0,98.54,compliant,9,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,5.0,98668,0,98668,office,98668.0,,,,,91.0,4391348.0,30.61,compliant,34,False,False
nonresidential,other,7,downtown,1.0,6.0,275982,197130,78852,parking,197040.0,office,78852.0,,,,5233553.5,36.49,compliant,33,False,False
nonresidential,large office,7,downtown,1.0,23.0,538933,0,538933,office,366554.0,parking,122821.0,,,90.0,16020642.0,111.69,compliant,15,False,False
nonresidential,other,7,magnolia / queen anne,3.0,2.0,81336,0,81336,lifestyle center,81385.0,,,,,,13085297.0,270.17,compliant,22,True,False
nonresidential,large office,7,downtown,1.0,14.0,362046,0,362046,office,232443.0,parking,97874.0,other,3534.0,86.0,15725581.0,116.95,compliant,8,True,False
nonresidential,other,2,southeast,3.0,1.0,102133,0,102133,strip mall,107427.0,parking,0.0,,,,20725996.0,530.62,compliant,22,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,2.0,61929,0,61929,office,39879.0,,,,,59.0,2203026.5,55.73,compliant,79,True,False
nonresidential,large office,7,downtown,1.0,6.0,167860,0,167860,office,110370.0,retail store,19801.0,data center,634.0,70.0,6797647.0,47.39,compliant,111,False,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,2.0,64512,0,64512,office,63000.0,,,,,53.0,5968153.5,180.76,compliant,102,True,False
nonresidential,large office,2,downtown,1.0,7.0,184322,0,184322,office,183916.0,data center,406.0,,,81.0,9722890.0,67.78,compliant,112,False,False
nonresidential,small- and mid-sized office,7,lake union,1.0,7.0,94002,0,94002,office,93905.0,parking,31348.0,,,70.0,5662234.0,39.47,compliant,46,False,False
nonresidential,large office,7,lake union,1.0,11.0,124721,0,124721,office,107594.0,restaurant,15600.0,parking,12000.0,58.0,13898181.0,365.79,compliant,45,True,False
nonresidential,other,3,lake union,1.0,3.0,169785,63782,106003,other,106003.0,parking,63782.0,,,,19155416.0,406.02,compliant,96,True,False
nonresidential,mixed use property,4,lake union,1.0,3.0,175918,51218,124700,office,66737.0,parking,58218.0,laboratory,30230.0,,22530168.0,640.71,compliant,8,True,False
nonresidential,mixed use property,4,lake union,1.0,2.0,53002,0,53002,retail store,31602.0,parking,27427.0,multifamily housing,18130.0,75.0,3441643.25,64.0,compliant,112,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,98480,0,98480,non-refrigerated warehouse,98480.0,,,,,65.0,2831565.5,39.5,compliant,60,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,76354,0,76354,refrigerated warehouse,76486.0,,,,,70.0,2843033.5,20.29,compliant,45,True,False
